Gene_ID,logFC,logCPM,LR,PValue,FDR
ENSRNOG00000008000,3.344018782,6.193720502,926.0617257,2.12E-203,6.97E-199
ENSRNOG00000056714,2.552068125,7.822994967,725.5730419,8.22E-160,1.35E-155
ENSRNOG00000007159,3.095805249,4.989226945,711.8072834,8.09E-157,8.87E-153
ENSRNOG00000058003,2.879016326,5.227207547,649.7014503,2.59E-143,2.13E-139
ENSRNOG00000024082,-3.817110667,3.640578549,541.9100326,7.24E-120,4.76E-116
ENSRNOG00000031232,-2.323722393,6.005070752,529.0993899,4.43E-117,2.43E-113
ENSRNOG00000020060,-2.259084802,7.042976114,523.5165431,7.27E-116,3.41E-112
ENSRNOG00000010286,2.076422771,10.33901382,516.5446399,2.39E-114,9.82E-111
ENSRNOG00000010210,-3.60727689,3.706855387,513.6788109,1.00E-113,3.67E-110
ENSRNOG00000011107,2.699532175,4.241977646,496.4908583,5.51E-110,1.81E-106
ENSRNOG00000013426,-2.66761184,4.214934686,495.9550419,7.21E-110,2.16E-106
ENSRNOG00000005580,-1.988635739,7.977927649,486.7164738,7.38E-108,2.02E-104
ENSRNOG00000021079,-2.639028939,6.42785755,483.7434795,3.27E-107,8.28E-104
ENSRNOG00000054957,3.089956195,5.421347073,449.8603318,7.74E-100,1.82E-96
ENSRNOG00000013515,4.387772687,2.508483025,442.3998543,3.25E-98,7.13E-95
ENSRNOG00000025332,-2.161744441,7.390013349,426.9917127,7.34E-95,1.51E-91
ENSRNOG00000017628,-2.277294783,5.109517773,425.1905376,1.81E-94,3.50E-91
ENSRNOG00000061484,-2.41636832,4.322910449,416.527359,1.39E-92,2.54E-89
ENSRNOG00000010598,2.767219944,3.600965691,389.4369846,1.10E-86,1.90E-83
ENSRNOG00000020942,-1.862192858,7.805491076,379.9130551,1.30E-84,2.14E-81
ENSRNOG00000008586,-2.213340662,4.436895791,375.1119782,1.44E-83,2.26E-80
ENSRNOG00000011858,3.008905457,4.031471515,374.6842828,1.79E-83,2.67E-80
ENSRNOG00000013306,-2.19406608,8.270105286,356.4076376,1.71E-79,2.44E-76
ENSRNOG00000007546,-1.763714806,5.552602629,326.0781681,6.87E-73,9.22E-70
ENSRNOG00000020525,-1.903002887,7.758576908,326.0382302,7.01E-73,9.22E-70
ENSRNOG00000054080,-3.467574733,2.439757253,316.4433384,8.62E-71,1.09E-67
ENSRNOG00000001963,2.422091946,3.439167862,313.5373045,3.70E-70,4.51E-67
ENSRNOG00000005806,6.599959238,1.445459712,312.7841694,5.40E-70,6.35E-67
ENSRNOG00000046309,6.217233476,1.608885985,312.0026041,8.00E-70,9.07E-67
ENSRNOG00000030840,-3.179688529,4.221512565,308.9980601,3.61E-69,3.96E-66
ENSRNOG00000004147,-2.478220996,3.884983628,307.8349649,6.47E-69,6.86E-66
ENSRNOG00000012660,-2.956313416,4.61372964,306.9787574,9.94E-69,1.02E-65
ENSRNOG00000011971,-2.081673957,4.130851278,306.240495,1.44E-68,1.43E-65
ENSRNOG00000014117,2.405796204,3.658881458,305.8468822,1.75E-68,1.67E-65
ENSRNOG00000057620,1.808338328,6.933446967,305.8227878,1.78E-68,1.67E-65
ENSRNOG00000008027,-1.733365468,5.232876498,297.8449155,9.71E-67,8.87E-64
ENSRNOG00000002227,2.121180708,6.151451284,294.6199066,4.90E-66,4.35E-63
ENSRNOG00000018536,-2.046071381,4.155052939,294.4484985,5.34E-66,4.62E-63
ENSRNOG00000013102,-2.528399238,8.924511377,291.7049163,2.11E-65,1.78E-62
ENSRNOG00000015318,-2.929445629,2.612348826,289.9311404,5.15E-65,4.23E-62
ENSRNOG00000010447,-1.95508019,5.223769678,289.8281153,5.42E-65,4.29E-62
ENSRNOG00000006784,-1.666038804,5.706812714,289.805612,5.48E-65,4.29E-62
ENSRNOG00000020729,-2.000588163,6.953142576,288.6325612,9.87E-65,7.55E-62
ENSRNOG00000001342,-3.016547629,2.572912793,288.1718327,1.24E-64,9.30E-62
ENSRNOG00000046231,-2.441552752,4.124004753,287.7283253,1.55E-64,1.14E-61
ENSRNOG00000024705,-1.903054314,4.786094906,286.5853098,2.76E-64,1.97E-61
ENSRNOG00000001953,1.674031463,6.644643918,279.922694,7.81E-63,5.46E-60
ENSRNOG00000016731,-2.200361121,5.109988845,279.1940029,1.13E-62,7.71E-60
ENSRNOG00000057834,-2.501121533,3.625923271,275.9504778,5.73E-62,3.84E-59
ENSRNOG00000014350,-2.118064181,7.85937741,275.6888063,6.53E-62,4.30E-59
ENSRNOG00000058006,-1.900718815,6.100099881,274.7176394,1.06E-61,6.86E-59
ENSRNOG00000025639,3.890590211,3.429702016,274.284338,1.32E-61,8.36E-59
ENSRNOG00000019719,3.920844178,1.967284807,270.3503883,9.52E-61,5.91E-58
ENSRNOG00000003365,-2.726990213,3.993616123,267.9455849,3.18E-60,1.94E-57
ENSRNOG00000022337,-1.490222283,7.642748455,266.7036706,5.93E-60,3.55E-57
ENSRNOG00000008337,1.742339323,5.355924209,266.433861,6.79E-60,3.99E-57
ENSRNOG00000015982,-2.391667389,2.955531448,263.1358547,3.56E-59,2.05E-56
ENSRNOG00000006723,-4.461989952,1.535138197,258.5340103,3.58E-58,2.03E-55
ENSRNOG00000052564,-1.671014651,4.634190062,256.2673277,1.12E-57,6.23E-55
ENSRNOG00000008816,1.739390685,4.240660265,256.1032648,1.21E-57,6.65E-55
ENSRNOG00000008401,-1.530461604,4.864850272,255.1208279,1.99E-57,1.07E-54
ENSRNOG00000058470,-1.583779846,11.56334507,254.2663344,3.05E-57,1.62E-54
ENSRNOG00000023148,-3.196369062,2.023940381,253.881435,3.70E-57,1.93E-54
ENSRNOG00000011659,-2.882855066,3.232000976,252.7654199,6.48E-57,3.33E-54
ENSRNOG00000013794,2.228051452,3.489530567,249.6405297,3.11E-56,1.57E-53
ENSRNOG00000003205,-4.087310809,3.03091612,248.5604817,5.35E-56,2.67E-53
ENSRNOG00000012273,-2.067192957,3.35769903,247.8062711,7.81E-56,3.83E-53
ENSRNOG00000009073,-2.174213911,4.446233082,245.3324647,2.70E-55,1.31E-52
ENSRNOG00000001911,2.312922951,3.078476687,242.9992341,8.72E-55,4.16E-52
ENSRNOG00000012494,2.401252883,3.102035565,242.9271546,9.05E-55,4.25E-52
ENSRNOG00000015222,-2.038104759,4.51795467,242.6818406,1.02E-54,4.74E-52
ENSRNOG00000005391,-2.005076637,8.043060607,238.4800538,8.44E-54,3.85E-51
ENSRNOG00000018338,-1.405543413,9.420829144,238.3715188,8.91E-54,4.01E-51
ENSRNOG00000009331,-2.345568545,3.697663743,232.5688354,1.64E-52,7.29E-50
ENSRNOG00000015156,3.877432659,1.694732946,231.2216762,3.23E-52,1.42E-49
ENSRNOG00000010775,-1.388605757,7.073587948,229.5364967,7.52E-52,3.26E-49
ENSRNOG00000027491,-1.570166665,5.248495298,228.0811179,1.56E-51,6.67E-49
ENSRNOG00000019422,-2.542565848,3.632693246,227.6668321,1.92E-51,8.11E-49
ENSRNOG00000004870,2.087955143,3.46401748,226.6278237,3.24E-51,1.35E-48
ENSRNOG00000023991,2.378415691,2.764434704,226.2596465,3.90E-51,1.60E-48
ENSRNOG00000000341,-1.334213273,7.590763041,224.9503977,7.53E-51,3.06E-48
ENSRNOG00000003736,-1.272439558,10.63031224,221.5238373,4.21E-50,1.69E-47
ENSRNOG00000061230,-1.335513572,8.07279295,219.7612589,1.02E-49,4.04E-47
ENSRNOG00000060329,3.011135112,1.943128626,218.2319077,2.20E-49,8.60E-47
ENSRNOG00000022101,1.443222977,7.516028938,217.8425323,2.67E-49,1.03E-46
ENSRNOG00000002093,-1.588241797,6.723734254,217.377932,3.38E-49,1.29E-46
ENSRNOG00000004677,-1.608992277,10.19475887,216.5527091,5.11E-49,1.93E-46
ENSRNOG00000012094,-2.471417385,2.296741446,216.5086446,5.22E-49,1.95E-46
ENSRNOG00000015036,-1.563089264,5.249834914,216.0622174,6.54E-49,2.42E-46
ENSRNOG00000005269,-2.293773438,4.50528573,215.9967968,6.75E-49,2.47E-46
ENSRNOG00000056550,-1.552313099,5.599540765,213.8580157,1.98E-48,7.15E-46
ENSRNOG00000049695,-1.849927123,4.654035004,213.8094629,2.03E-48,7.24E-46
ENSRNOG00000004874,1.517147297,7.456273838,212.8250003,3.32E-48,1.18E-45
ENSRNOG00000038319,-2.075654361,3.341780721,212.2534634,4.43E-48,1.55E-45
ENSRNOG00000052080,-1.808132394,6.009595829,212.0714772,4.85E-48,1.68E-45
ENSRNOG00000013408,1.66064677,5.404126901,212.0260003,4.96E-48,1.70E-45
ENSRNOG00000012819,-1.473389809,6.312161131,211.9003094,5.29E-48,1.79E-45
ENSRNOG00000020557,-1.979141243,5.286075149,210.9007944,8.74E-48,2.93E-45
ENSRNOG00000026941,1.495489018,4.93248428,210.3488087,1.15E-47,3.83E-45
ENSRNOG00000039200,-1.964353557,5.622266963,210.2298646,1.22E-47,4.02E-45
ENSRNOG00000020332,-1.997002601,5.717143277,209.167018,2.09E-47,6.80E-45
ENSRNOG00000023085,1.827867798,4.190694098,208.7314919,2.60E-47,8.38E-45
ENSRNOG00000052357,-1.324764829,7.466530608,208.2179336,3.36E-47,1.07E-44
ENSRNOG00000028774,-2.257290433,6.25849418,206.5167432,7.90E-47,2.50E-44
ENSRNOG00000029342,-1.497212576,5.51204177,205.2657659,1.48E-46,4.64E-44
ENSRNOG00000020369,-2.131122597,4.900601143,204.3674536,2.33E-46,7.22E-44
ENSRNOG00000022392,-1.672679497,4.31622654,203.951509,2.87E-46,8.81E-44
ENSRNOG00000003357,-1.91486612,3.731313567,201.6118303,9.29E-46,2.83E-43
ENSRNOG00000010833,-1.361510902,6.025056937,199.4824245,2.71E-45,8.17E-43
ENSRNOG00000016243,-1.734822765,4.017675799,198.9532655,3.53E-45,1.06E-42
ENSRNOG00000042592,1.763903305,4.064279217,198.6852036,4.04E-45,1.20E-42
ENSRNOG00000033434,-2.088210742,2.913716899,198.2827447,4.95E-45,1.45E-42
ENSRNOG00000014426,-3.03352433,1.759606373,197.8309295,6.21E-45,1.81E-42
ENSRNOG00000012886,-1.525701628,5.216952873,197.7686498,6.41E-45,1.85E-42
ENSRNOG00000026415,-1.499725653,4.899478062,197.4736189,7.43E-45,2.13E-42
ENSRNOG00000019810,-1.555276352,4.672667416,195.3046506,2.21E-44,6.27E-42
ENSRNOG00000060775,-1.858046859,4.042316095,194.4651076,3.37E-44,9.47E-42
ENSRNOG00000026295,2.056042214,3.093256989,193.2298749,6.27E-44,1.75E-41
ENSRNOG00000007078,1.911016739,4.008511823,192.9732614,7.13E-44,1.97E-41
ENSRNOG00000060435,-2.673234942,1.956534548,191.5562687,1.45E-43,3.99E-41
ENSRNOG00000031475,-1.361556291,9.911150686,191.4866641,1.51E-43,4.09E-41
ENSRNOG00000034075,-1.838949972,3.298136251,190.6401577,2.30E-43,6.21E-41
ENSRNOG00000019181,-1.269198797,6.530461318,190.5426687,2.42E-43,6.47E-41
ENSRNOG00000017786,-1.647486165,6.187482559,189.1445292,4.89E-43,1.30E-40
ENSRNOG00000010050,-1.513437508,4.738364514,188.8114694,5.78E-43,1.52E-40
ENSRNOG00000032788,-1.903696054,3.36301071,188.2658235,7.60E-43,1.98E-40
ENSRNOG00000059538,-2.168147149,4.072101043,188.0207273,8.60E-43,2.23E-40
ENSRNOG00000002365,-1.76941102,3.982929007,187.7497803,9.85E-43,2.53E-40
ENSRNOG00000033348,-1.79075759,3.599002786,187.0486646,1.40E-42,3.57E-40
ENSRNOG00000021200,-2.587477945,2.060440017,186.2287191,2.12E-42,5.35E-40
ENSRNOG00000057794,-1.643407345,6.840157146,185.6266538,2.86E-42,7.19E-40
ENSRNOG00000020185,1.317111536,8.212541419,185.2861776,3.40E-42,8.47E-40
ENSRNOG00000011245,1.798153423,4.878990324,184.3710759,5.38E-42,1.33E-39
ENSRNOG00000014886,-1.952331712,4.683030862,183.8998377,6.82E-42,1.67E-39
ENSRNOG00000012719,-2.012855867,2.718501296,183.7733186,7.27E-42,1.77E-39
ENSRNOG00000016182,-1.634955115,6.378712877,183.7610108,7.32E-42,1.77E-39
ENSRNOG00000024294,-1.461690094,6.14947987,183.1412456,9.99E-42,2.40E-39
ENSRNOG00000016358,-1.455250576,6.983249145,182.7985674,1.19E-41,2.83E-39
ENSRNOG00000013262,-1.766332735,5.821656869,181.2051389,2.64E-41,6.26E-39
ENSRNOG00000001296,-1.879913288,3.102795649,178.0815188,1.27E-40,2.99E-38
ENSRNOG00000016758,-1.224689458,6.370267443,177.7028628,1.54E-40,3.59E-38
ENSRNOG00000027938,-1.646244857,6.377061177,176.7566598,2.48E-40,5.73E-38
ENSRNOG00000017386,2.323083547,2.429972452,176.1639504,3.33E-40,7.67E-38
ENSRNOG00000033787,-1.403398581,5.591183734,175.7190827,4.17E-40,9.52E-38
ENSRNOG00000000924,-1.535194099,6.350247677,174.6752018,7.05E-40,1.60E-37
ENSRNOG00000026504,-1.291218946,5.573831795,173.6033267,1.21E-39,2.72E-37
ENSRNOG00000053550,-1.669305351,4.384391951,173.285774,1.42E-39,3.17E-37
ENSRNOG00000000875,-2.040634482,2.886745885,172.6671675,1.93E-39,4.30E-37
ENSRNOG00000009001,1.319841746,5.205131008,171.7049772,3.14E-39,6.93E-37
ENSRNOG00000053086,-2.319381817,2.359559237,169.17112,1.12E-38,2.46E-36
ENSRNOG00000046276,-1.790463787,7.798058676,168.8854927,1.30E-38,2.82E-36
ENSRNOG00000007461,-1.670825865,4.706421238,168.7357691,1.40E-38,3.02E-36
ENSRNOG00000011984,1.800124036,5.824720314,167.4610046,2.65E-38,5.70E-36
ENSRNOG00000019527,-2.432808516,2.142977495,166.7350045,3.82E-38,8.16E-36
ENSRNOG00000024207,1.226904003,5.201770756,165.9835602,5.58E-38,1.18E-35
ENSRNOG00000048036,2.612773862,2.0819562,165.8664314,5.92E-38,1.25E-35
ENSRNOG00000021437,-1.55698638,10.7131715,165.6303217,6.66E-38,1.40E-35
ENSRNOG00000026589,1.155899322,10.06948952,163.4254776,2.02E-37,4.20E-35
ENSRNOG00000013069,-2.07866238,4.115244535,162.8665069,2.68E-37,5.53E-35
ENSRNOG00000000894,-2.0156971,3.461261105,162.5693936,3.11E-37,6.38E-35
ENSRNOG00000008965,1.641045612,4.052285045,162.1355829,3.86E-37,7.89E-35
ENSRNOG00000018598,-1.60723139,6.100040898,160.972019,6.94E-37,1.41E-34
ENSRNOG00000017959,-2.577287808,2.387343961,160.6437704,8.18E-37,1.65E-34
ENSRNOG00000004589,1.589865052,4.911120248,160.3860349,9.32E-37,1.87E-34
ENSRNOG00000038784,-2.191329619,2.505499723,159.4725325,1.48E-36,2.94E-34
ENSRNOG00000004400,-2.199387307,2.28103906,159.1659384,1.72E-36,3.41E-34
ENSRNOG00000029586,3.421420331,1.042224106,158.628098,2.26E-36,4.44E-34
ENSRNOG00000016477,1.233678889,6.790200686,158.5782571,2.31E-36,4.53E-34
ENSRNOG00000015750,3.385514976,1.161743943,158.039136,3.03E-36,5.90E-34
ENSRNOG00000052745,1.697863713,5.680869799,157.534338,3.91E-36,7.57E-34
ENSRNOG00000019778,-1.180681825,8.800810977,157.1204491,4.82E-36,9.26E-34
ENSRNOG00000032994,-2.129094207,2.483940717,155.6826237,9.93E-36,1.90E-33
ENSRNOG00000030743,-1.774241355,3.981016731,155.1854665,1.28E-35,2.42E-33
ENSRNOG00000002802,-3.440265205,0.853081485,155.1601896,1.29E-35,2.44E-33
ENSRNOG00000012473,-1.185854385,7.525121221,154.8513635,1.51E-35,2.84E-33
ENSRNOG00000003897,-1.175763189,12.82767816,154.2723671,2.02E-35,3.77E-33
ENSRNOG00000022631,-1.137025166,7.939267019,154.1811325,2.11E-35,3.93E-33
ENSRNOG00000059510,1.338952468,6.13827616,153.4760271,3.01E-35,5.57E-33
ENSRNOG00000013971,-1.145938916,6.460511874,153.2262079,3.42E-35,6.26E-33
ENSRNOG00000006783,-1.931252016,7.148277416,153.2222789,3.43E-35,6.26E-33
ENSRNOG00000061238,-1.556251905,4.489885916,152.9737881,3.88E-35,7.05E-33
ENSRNOG00000017833,-1.614671957,4.152976855,150.7164686,1.21E-34,2.18E-32
ENSRNOG00000014021,2.507596317,1.69542438,150.606012,1.28E-34,2.30E-32
ENSRNOG00000000172,1.192745026,4.748244065,150.1125893,1.64E-34,2.93E-32
ENSRNOG00000001793,-1.595595547,4.674150935,149.3559569,2.40E-34,4.26E-32
ENSRNOG00000021548,-1.159072372,5.550674336,149.3454251,2.41E-34,4.26E-32
ENSRNOG00000010763,1.369985118,6.243190434,149.2356392,2.55E-34,4.48E-32
ENSRNOG00000022710,-1.241853761,8.103742767,148.8619356,3.07E-34,5.38E-32
ENSRNOG00000002403,-1.366436315,6.985311737,148.3716775,3.93E-34,6.85E-32
ENSRNOG00000028910,-1.141171697,5.443081641,145.5806797,1.60E-33,2.77E-31
ENSRNOG00000058609,-1.967458775,2.956186161,145.4437113,1.72E-33,2.96E-31
ENSRNOG00000006146,-2.81705614,1.583291844,145.3980707,1.76E-33,3.01E-31
ENSRNOG00000011474,-1.127279385,5.484730174,145.2928135,1.85E-33,3.16E-31
ENSRNOG00000007607,-1.284535296,5.40791936,145.2006149,1.94E-33,3.29E-31
ENSRNOG00000004890,-2.064598329,2.341967317,145.1835276,1.96E-33,3.30E-31
ENSRNOG00000055648,1.200232027,5.030840525,144.8820446,2.28E-33,3.82E-31
ENSRNOG00000018461,-1.120268796,6.314343997,144.8496343,2.32E-33,3.87E-31
ENSRNOG00000022419,-2.514317262,2.426582087,143.7662,4.00E-33,6.64E-31
ENSRNOG00000017500,-1.695207489,8.697149722,143.6202702,4.30E-33,7.11E-31
ENSRNOG00000014314,2.288077951,1.867751493,143.0202322,5.82E-33,9.57E-31
ENSRNOG00000020867,-1.045002499,7.3258992,142.933929,6.08E-33,9.94E-31
ENSRNOG00000009258,-2.875951053,2.624036209,142.6209058,7.11E-33,1.16E-30
ENSRNOG00000009227,2.181002533,3.118606945,142.2110218,8.74E-33,1.42E-30
ENSRNOG00000004676,1.283463752,5.068891616,141.7492978,1.10E-32,1.78E-30
ENSRNOG00000005195,1.316191825,6.853900484,141.6243069,1.17E-32,1.88E-30
ENSRNOG00000018286,-3.580030104,0.601011878,140.9902796,1.62E-32,2.58E-30
ENSRNOG00000016714,-1.668435748,2.922041072,140.7322961,1.84E-32,2.92E-30
ENSRNOG00000050539,-2.279553667,2.606515254,140.3571448,2.22E-32,3.52E-30
ENSRNOG00000031136,-2.813163649,2.842046872,140.1757445,2.44E-32,3.83E-30
ENSRNOG00000017283,1.636208633,3.233049334,139.9419818,2.74E-32,4.29E-30
ENSRNOG00000046547,-1.671726542,2.775177568,139.6504661,3.17E-32,4.95E-30
ENSRNOG00000003348,2.880287497,1.371992109,138.8761408,4.69E-32,7.27E-30
ENSRNOG00000014205,-1.649483512,3.362691664,138.8087472,4.85E-32,7.49E-30
ENSRNOG00000019675,1.309997954,4.739348179,138.3670012,6.06E-32,9.31E-30
ENSRNOG00000061524,1.594198362,3.401971855,138.2881189,6.30E-32,9.64E-30
ENSRNOG00000020298,1.159350035,6.142412663,138.0215332,7.21E-32,1.10E-29
ENSRNOG00000013140,-1.923002021,5.076545148,137.9708317,7.40E-32,1.12E-29
ENSRNOG00000014333,-4.312320676,0.95460853,137.9004678,7.66E-32,1.16E-29
ENSRNOG00000012016,1.081452793,6.16899133,137.434099,9.69E-32,1.46E-29
ENSRNOG00000028945,-1.921850895,2.472765783,137.3173767,1.03E-31,1.54E-29
ENSRNOG00000000463,-1.220454708,6.425409383,135.9943309,2.00E-31,2.98E-29
ENSRNOG00000005291,1.120053733,5.272664708,135.6508254,2.38E-31,3.52E-29
ENSRNOG00000002191,2.012206598,2.377842025,135.5350296,2.52E-31,3.72E-29
ENSRNOG00000027240,6.607275097,-0.131588842,135.2611247,2.89E-31,4.25E-29
ENSRNOG00000016281,-1.066585189,9.880720417,134.2570062,4.80E-31,7.02E-29
ENSRNOG00000017645,-1.4805696,6.019892574,134.2301553,4.87E-31,7.08E-29
ENSRNOG00000010238,-1.164113881,5.055659479,134.1269353,5.13E-31,7.42E-29
ENSRNOG00000010076,-1.245874401,4.452493251,133.8942672,5.76E-31,8.31E-29
ENSRNOG00000018943,-1.95282744,3.565217184,133.6503757,6.52E-31,9.36E-29
ENSRNOG00000027024,-1.406848862,8.159598887,133.0647941,8.75E-31,1.25E-28
ENSRNOG00000001189,-1.113689782,4.86199682,132.8885356,9.56E-31,1.36E-28
ENSRNOG00000008565,1.197078122,4.774541233,132.8264966,9.87E-31,1.40E-28
ENSRNOG00000000239,3.444422982,0.7948179,132.521581,1.15E-30,1.62E-28
ENSRNOG00000015049,-1.701230805,3.063682271,132.0233973,1.48E-30,2.08E-28
ENSRNOG00000002004,-1.098091739,5.71259713,132.0046449,1.49E-30,2.09E-28
ENSRNOG00000019203,-3.072813042,1.261221424,131.9742872,1.52E-30,2.11E-28
ENSRNOG00000001229,-1.086181259,10.22801821,131.8662377,1.60E-30,2.22E-28
ENSRNOG00000008058,-1.232382083,5.049570919,131.6658415,1.77E-30,2.45E-28
ENSRNOG00000047967,-1.10166978,5.40383632,131.5747203,1.85E-30,2.55E-28
ENSRNOG00000042939,2.661741568,1.445878539,131.5675994,1.86E-30,2.55E-28
ENSRNOG00000027582,1.785897202,2.799799127,131.2824254,2.15E-30,2.93E-28
ENSRNOG00000007338,-1.507948595,3.787163385,129.5003683,5.27E-30,7.16E-28
ENSRNOG00000010780,-1.257890364,5.098551655,129.3275069,5.75E-30,7.78E-28
ENSRNOG00000020276,-1.976516874,2.958281694,129.1583261,6.26E-30,8.44E-28
ENSRNOG00000003105,1.310700114,4.442106463,128.9525102,6.95E-30,9.32E-28
ENSRNOG00000033090,1.330944603,6.507622798,128.826833,7.40E-30,9.89E-28
ENSRNOG00000013535,1.37872806,4.186369419,128.3677856,9.33E-30,1.24E-27
ENSRNOG00000058434,-1.666559815,3.143597544,128.122099,1.06E-29,1.40E-27
ENSRNOG00000002919,-0.97549428,7.087945031,127.8555147,1.21E-29,1.59E-27
ENSRNOG00000021410,-2.8236913,5.741781055,127.5751706,1.39E-29,1.83E-27
ENSRNOG00000001287,-1.249199913,4.377871079,127.553216,1.41E-29,1.84E-27
ENSRNOG00000011796,-1.057099609,6.934177251,126.6475658,2.22E-29,2.90E-27
ENSRNOG00000007993,2.08924173,1.947660181,126.5846537,2.29E-29,2.98E-27
ENSRNOG00000012820,-1.035182477,8.392034908,126.5331469,2.35E-29,3.04E-27
ENSRNOG00000049537,1.291617978,3.820727208,126.377634,2.54E-29,3.28E-27
ENSRNOG00000013248,-1.073845596,7.109198131,126.2443552,2.72E-29,3.49E-27
ENSRNOG00000002381,-1.23678691,5.89493342,126.2082379,2.77E-29,3.54E-27
ENSRNOG00000006142,-2.197528672,2.264498116,125.9324619,3.18E-29,4.05E-27
ENSRNOG00000008182,-1.015095118,6.900551631,125.8839637,3.26E-29,4.14E-27
ENSRNOG00000023257,1.134165963,5.033934473,125.7402013,3.50E-29,4.43E-27
ENSRNOG00000010626,1.399567449,3.687073212,125.6262751,3.71E-29,4.68E-27
ENSRNOG00000002827,-1.928503381,2.907007487,125.0010478,5.09E-29,6.38E-27
ENSRNOG00000045829,-2.134916488,2.02737961,124.4739443,6.63E-29,8.30E-27
ENSRNOG00000004812,-1.301223803,6.365547778,124.2340128,7.49E-29,9.33E-27
ENSRNOG00000013309,3.673409109,0.84795202,124.0050541,8.40E-29,1.04E-26
ENSRNOG00000006030,1.272975067,6.276360869,123.8186269,9.23E-29,1.14E-26
ENSRNOG00000004672,1.280320883,3.901467361,122.8306037,1.52E-28,1.87E-26
ENSRNOG00000005386,-1.333960892,6.248024378,122.4150093,1.87E-28,2.30E-26
ENSRNOG00000046202,-1.077237864,5.243573908,122.282967,2.00E-28,2.45E-26
ENSRNOG00000002045,-3.180257855,0.811450351,122.1155685,2.18E-28,2.65E-26
ENSRNOG00000013720,-1.169785149,5.628978602,121.9970349,2.31E-28,2.81E-26
ENSRNOG00000008332,1.377866504,4.216215395,121.5556379,2.89E-28,3.49E-26
ENSRNOG00000061857,2.036445708,2.020825053,121.2909117,3.30E-28,3.98E-26
ENSRNOG00000007319,-1.440855285,3.913426196,120.9512091,3.92E-28,4.70E-26
ENSRNOG00000008890,1.041442114,10.22592798,120.9134828,3.99E-28,4.77E-26
ENSRNOG00000050137,-0.994968719,6.869751975,120.3968622,5.18E-28,6.17E-26
ENSRNOG00000006033,-1.28484378,3.913193923,120.2972405,5.45E-28,6.44E-26
ENSRNOG00000019484,-1.072271353,6.038718798,120.2970674,5.45E-28,6.44E-26
ENSRNOG00000011134,-1.354039838,9.647185099,120.2160476,5.67E-28,6.69E-26
ENSRNOG00000003336,-1.782774811,3.271698468,120.2042486,5.71E-28,6.70E-26
ENSRNOG00000003038,1.054719316,4.732300319,120.0863684,6.06E-28,7.09E-26
ENSRNOG00000009867,-1.212172856,4.203041929,120.0697573,6.11E-28,7.12E-26
ENSRNOG00000015084,-1.370772502,4.123894506,118.7641803,1.18E-27,1.37E-25
ENSRNOG00000057710,-1.076016003,5.854547146,117.9700352,1.76E-27,2.04E-25
ENSRNOG00000005332,1.561472222,3.421381129,117.9459624,1.78E-27,2.06E-25
ENSRNOG00000023109,2.3876178,1.378909905,117.4273251,2.31E-27,2.66E-25
ENSRNOG00000028648,4.170012653,0.243016586,116.9889039,2.89E-27,3.31E-25
ENSRNOG00000002393,-0.972483542,9.919603869,116.94349,2.95E-27,3.37E-25
ENSRNOG00000012073,1.148412427,4.361155003,116.563072,3.58E-27,4.07E-25
ENSRNOG00000012058,-1.152453529,4.52945768,116.1663549,4.37E-27,4.96E-25
ENSRNOG00000007367,1.269098809,3.692366209,116.0361402,4.67E-27,5.27E-25
ENSRNOG00000043167,-1.176613105,6.684538462,115.9603392,4.85E-27,5.46E-25
ENSRNOG00000015654,-2.419108266,3.058006455,115.7769533,5.32E-27,5.97E-25
ENSRNOG00000004578,1.409254937,3.754282984,115.6211348,5.75E-27,6.44E-25
ENSRNOG00000001128,1.270367822,4.159894999,115.4034897,6.42E-27,7.16E-25
ENSRNOG00000025970,-1.202436474,7.751330546,114.65766,9.35E-27,1.04E-24
ENSRNOG00000037850,1.002491122,5.74950551,114.5296999,9.98E-27,1.10E-24
ENSRNOG00000012582,-1.000632037,5.242759545,114.3022731,1.12E-26,1.23E-24
ENSRNOG00000038916,-1.412066722,3.234592491,114.215872,1.17E-26,1.29E-24
ENSRNOG00000022921,2.166680222,2.558402588,114.0822383,1.25E-26,1.37E-24
ENSRNOG00000043350,-1.551811417,4.292220099,113.9382454,1.34E-26,1.47E-24
ENSRNOG00000004660,1.010535108,5.640513498,112.4982854,2.78E-26,3.03E-24
ENSRNOG00000004342,-1.160777741,4.809069651,111.5160859,4.56E-26,4.95E-24
ENSRNOG00000010233,-1.009192667,7.222715573,110.929239,6.13E-26,6.63E-24
ENSRNOG00000000275,-2.961087444,1.868096141,110.7103829,6.85E-26,7.38E-24
ENSRNOG00000004932,-2.863955004,0.855896204,110.0914828,9.36E-26,1.01E-23
ENSRNOG00000023972,-0.949958338,8.589624264,110.0776189,9.42E-26,1.01E-23
ENSRNOG00000010107,-1.109440735,6.075107393,109.8555033,1.05E-25,1.13E-23
ENSRNOG00000019598,-1.057964457,6.47982176,109.5610563,1.22E-25,1.30E-23
ENSRNOG00000001295,0.979751695,9.780639095,109.0628682,1.57E-25,1.67E-23
ENSRNOG00000013532,-2.322142357,2.096875608,108.9742129,1.64E-25,1.74E-23
ENSRNOG00000008536,-1.183396844,6.173035736,108.9025208,1.70E-25,1.80E-23
ENSRNOG00000008749,-0.887336621,11.19995891,108.5270478,2.06E-25,2.16E-23
