Gene_ID,logFC,logCPM,LR,PValue,FDR
ENSRNOG00000011071,-0.734153916,-0.938899632,3.277873673,0.070219849,0.311569196
ENSRNOG00000022248,0.719297871,-0.579851145,3.27733624,0.07024285,0.3116292
ENSRNOG00000008490,0.182760604,5.577594307,3.276834172,0.070264344,0.311682506
ENSRNOG00000021962,0.174607344,6.102558114,3.276445496,0.070280988,0.311714289
ENSRNOG00000009152,0.156935546,9.016518251,3.276124772,0.070294726,0.311733173
ENSRNOG00000016686,-0.201925233,4.181743921,3.274339277,0.070371257,0.312030483
ENSRNOG00000010440,0.20112922,6.894528759,3.273781698,0.070395175,0.312094451
ENSRNOG00000051256,-0.240931758,4.710523267,3.273431292,0.070410211,0.312119028
ENSRNOG00000002175,-0.178519269,6.827188834,3.272974023,0.070429836,0.312163945
ENSRNOG00000057250,1.748947405,-2.922280814,3.272347436,0.070456739,0.312241097
ENSRNOG00000030983,1.047732967,-1.626902869,3.271579279,0.070489735,0.312345229
ENSRNOG00000002512,-0.294279079,5.484408767,3.269974829,0.070558706,0.312595202
ENSRNOG00000026171,-0.197394005,5.163160842,3.269824764,0.070565161,0.312595202
ENSRNOG00000048567,-0.422985831,0.739306423,3.268620367,0.070616988,0.312782652
ENSRNOG00000015124,0.176778792,5.425316422,3.268293058,0.070631079,0.312802934
ENSRNOG00000019549,0.173405342,5.732002896,3.267831479,0.070650957,0.31284883
ENSRNOG00000062056,0.455799632,0.479767795,3.266446636,0.07071063,0.313070908
ENSRNOG00000058111,-0.521639132,0.130420816,3.264494218,0.070794851,0.313401449
ENSRNOG00000039339,-0.898742948,-1.709287666,3.264274222,0.070804348,0.313401449
ENSRNOG00000040198,-1.898476557,-2.920476209,3.263069315,0.070856385,0.313589569
ENSRNOG00000054855,0.33860282,1.603717388,3.262698688,0.070872399,0.313618236
ENSRNOG00000058359,0.173327751,7.506673725,3.259899661,0.07099347,0.314111718
ENSRNOG00000052519,0.297311663,1.956491865,3.259153399,0.071025787,0.314212425
ENSRNOG00000012475,-0.269187229,3.065797546,3.258761853,0.071042749,0.314217685
ENSRNOG00000006004,0.157262679,7.342328457,3.25868481,0.071046087,0.314217685
ENSRNOG00000017051,-0.191896666,4.776249893,3.258226966,0.071065928,0.314263167
ENSRNOG00000002537,-0.25552366,3.608726063,3.255327511,0.071191714,0.314777078
ENSRNOG00000060256,1.937839921,-2.856707582,3.252596548,0.071310409,0.3152595
ENSRNOG00000060308,0.409623127,1.168464876,3.249888763,0.071428305,0.315709458
ENSRNOG00000039717,-0.209200268,5.708694458,3.249817994,0.071431389,0.315709458
ENSRNOG00000059043,-0.160070495,7.06179623,3.249346536,0.071451939,0.315757841
ENSRNOG00000001111,-0.329106255,2.695682528,3.247774534,0.071520504,0.316018371
ENSRNOG00000058633,1.565156038,-2.736445179,3.246960589,0.071556033,0.316132879
ENSRNOG00000011047,0.172029772,4.878811826,3.245500602,0.071619809,0.316372135
ENSRNOG00000053370,0.171656035,4.820614919,3.243730401,0.071697218,0.31667154
ENSRNOG00000016679,-0.170009137,5.712867966,3.243170498,0.071721721,0.316737219
ENSRNOG00000012564,0.181850895,5.184310356,3.242520763,0.071750166,0.31682029
ENSRNOG00000053023,0.176600497,5.113062279,3.240815214,0.071824891,0.317072935
ENSRNOG00000026517,-0.158490977,6.270884336,3.240774714,0.071826667,0.317072935
ENSRNOG00000060680,-0.464794697,0.190547736,3.240068153,0.071857649,0.317167124
ENSRNOG00000015895,-0.174042381,5.390038659,3.23938893,0.071887446,0.317256057
ENSRNOG00000042777,0.225883778,3.11806062,3.239145036,0.071898148,0.317260711
ENSRNOG00000018666,0.171544913,6.099182224,3.238635762,0.071920502,0.317316768
ENSRNOG00000060406,-0.55364507,-0.10977474,3.236937982,0.071995077,0.317590765
ENSRNOG00000003837,0.183172365,4.851696735,3.236764064,0.072002721,0.317590765
ENSRNOG00000033343,0.322982352,1.726752045,3.236562546,0.072011579,0.317590765
ENSRNOG00000014002,-0.213482897,6.001868519,3.235192164,0.072071848,0.317813943
ENSRNOG00000047895,-0.295881514,2.272460514,3.234828007,0.072087872,0.317841983
ENSRNOG00000016854,0.259576205,2.68780922,3.234451179,0.072104459,0.317872491
ENSRNOG00000021133,-0.160770571,7.658782512,3.232851926,0.072174896,0.318127426
ENSRNOG00000053480,-1.273071654,-2.522385388,3.232698987,0.072181636,0.318127426
ENSRNOG00000006989,-0.209791843,5.206734493,3.227048319,0.072431129,0.319180349
ENSRNOG00000014029,-0.183956268,4.534325296,3.226677414,0.072447538,0.319180349
ENSRNOG00000018333,-0.178506312,6.827145881,3.226629484,0.072449659,0.319180349
ENSRNOG00000045647,0.178437416,4.736652562,3.222372214,0.072638292,0.319968515
ENSRNOG00000012208,-1.431154942,-2.624420128,3.221859246,0.072661057,0.320025921
ENSRNOG00000025244,-0.167165505,7.889063009,3.221370491,0.072682754,0.320037114
ENSRNOG00000010668,0.168505416,9.253524624,3.221363516,0.072683063,0.320037114
ENSRNOG00000050104,-1.270399555,-2.522003813,3.221090696,0.072695177,0.3200476
ENSRNOG00000026982,0.381868732,1.47219845,3.220426992,0.072724657,0.320134526
ENSRNOG00000008733,0.20048733,4.391982341,3.218503707,0.072810157,0.320467995
ENSRNOG00000017724,0.154098348,7.525314061,3.217878564,0.072837971,0.32054751
ENSRNOG00000046982,0.719971603,-1.096719999,3.217340564,0.072861917,0.320609984
ENSRNOG00000005985,-1.123412001,-1.678924138,3.2170203,0.072876175,0.32062982
ENSRNOG00000020394,0.160612442,6.24917458,3.216707253,0.072890116,0.32064825
ENSRNOG00000021147,0.194698747,4.80440871,3.215064389,0.072963321,0.320927351
ENSRNOG00000015720,0.166787169,4.967703801,3.214539491,0.072986726,0.320987364
ENSRNOG00000021092,0.221434158,3.422666936,3.212849165,0.073062155,0.32127612
ENSRNOG00000047229,-0.230443871,3.469138332,3.211403586,0.073126728,0.321517072
ENSRNOG00000001991,0.172341245,6.493035651,3.209412222,0.073215781,0.321865577
ENSRNOG00000024056,0.184062269,4.726232833,3.208103118,0.073274387,0.322080158
ENSRNOG00000008526,-1.116005682,-2.170835692,3.207204002,0.073314668,0.322214143
ENSRNOG00000057275,-0.876875395,-1.38078764,3.20538986,0.073396015,0.322500294
ENSRNOG00000042030,-1.129068062,-2.292762124,3.205314592,0.073399392,0.322500294
ENSRNOG00000033653,-1.466662012,-2.626149662,3.201923622,0.073551712,0.323126377
ENSRNOG00000014693,0.167882459,5.0743572,3.201533787,0.073569244,0.323160228
ENSRNOG00000046280,-1.1300739,-2.292206816,3.199906882,0.073642463,0.323426924
ENSRNOG00000043451,-1.546650026,-2.795540644,3.19974771,0.073649631,0.323426924
ENSRNOG00000018680,-0.167858549,6.918101248,3.198871683,0.073689093,0.323557008
ENSRNOG00000029792,1.572551969,-2.736478588,3.198554133,0.073703403,0.323576634
ENSRNOG00000007486,-0.230067089,5.118099215,3.197779947,0.073738303,0.323686641
ENSRNOG00000027971,-1.536884871,-2.795225332,3.196959443,0.073775311,0.323805867
ENSRNOG00000017057,-0.277079467,5.910995301,3.196692857,0.073787339,0.323815439
ENSRNOG00000046973,0.519230493,0.228891666,3.195846357,0.073825547,0.323939882
ENSRNOG00000009954,0.178411316,6.514627574,3.194837208,0.073871125,0.324096623
ENSRNOG00000000527,0.167476887,8.116130036,3.193419939,0.073935185,0.324334404
ENSRNOG00000029866,0.2364641,3.13667807,3.192604081,0.073972089,0.324425497
ENSRNOG00000026577,-1.123187513,-2.170267546,3.192524651,0.073975683,0.324425497
ENSRNOG00000017113,-0.191086543,6.73620587,3.192199876,0.07399038,0.32444668
ENSRNOG00000020095,-0.284748362,2.153174838,3.191577091,0.074018571,0.324527022
ENSRNOG00000008634,0.16826179,5.886495295,3.190535505,0.074065745,0.324690562
ENSRNOG00000016179,-0.590736311,0.001098465,3.19006418,0.074087103,0.324737253
ENSRNOG00000006617,0.543121516,-0.088179296,3.189786842,0.074099673,0.324737253
ENSRNOG00000003273,-1.249580713,-2.380890473,3.189646772,0.074106023,0.324737253
ENSRNOG00000003059,-1.700351797,-2.988247729,3.188877138,0.074140922,0.324803613
ENSRNOG00000051387,-1.700351797,-2.988247729,3.188877138,0.074140922,0.324803613
ENSRNOG00000042560,0.230359945,2.953297936,3.187551813,0.074201059,0.324968083
ENSRNOG00000008223,-0.524478283,0.610534126,3.187469154,0.074204812,0.324968083
ENSRNOG00000005063,-0.177662646,5.708056636,3.187396465,0.074208112,0.324968083
ENSRNOG00000005561,-1.699774454,-2.987749707,3.186796576,0.074235352,0.325044086
ENSRNOG00000046049,1.748748747,-2.921835146,3.186432983,0.074251868,0.325073115
ENSRNOG00000031325,-0.183915411,7.362438008,3.186062367,0.074268707,0.325103551
ENSRNOG00000029470,0.259205956,2.81524693,3.185277437,0.074304383,0.325216428
ENSRNOG00000020658,0.181635156,4.770599243,3.184279795,0.074349754,0.325340877
ENSRNOG00000003802,0.663535384,-0.667956817,3.18421714,0.074352604,0.325340877
ENSRNOG00000006931,-0.396862539,1.062164546,3.183833568,0.074370057,0.325373948
ENSRNOG00000029871,-0.352066838,2.654293223,3.183304422,0.074394141,0.325436018
ENSRNOG00000059924,1.0042653,-1.653124024,3.182384332,0.074436038,0.325575985
ENSRNOG00000019271,-0.299313112,3.505817682,3.179300905,0.074576631,0.32614754
ENSRNOG00000060995,-1.56969474,-1.956518468,3.178836268,0.074597841,0.326196916
ENSRNOG00000000340,0.163329773,7.371928967,3.178357891,0.074619686,0.326249052
ENSRNOG00000012014,-0.173373415,4.995411539,3.177852772,0.074642758,0.326306544
ENSRNOG00000012761,-0.739567391,-0.761243499,3.177635455,0.074652687,0.326306569
ENSRNOG00000018895,1.463298549,-2.380581261,3.17716289,0.074674283,0.326357584
ENSRNOG00000006661,0.297880772,2.012962008,3.176821967,0.074689868,0.326382314
ENSRNOG00000026302,0.854963028,-1.575252794,3.176215275,0.074717609,0.326460157
ENSRNOG00000011927,0.172355873,9.312014482,3.174950812,0.074775463,0.326669531
ENSRNOG00000008414,0.170520779,8.454149626,3.173848965,0.074825917,0.326846521
ENSRNOG00000061312,0.162449531,6.456723346,3.173426507,0.07484527,0.326887638
ENSRNOG00000004305,0.170958805,7.475604197,3.172513917,0.074887097,0.32702688
ENSRNOG00000014125,1.061795121,-2.133496898,3.170129651,0.074996493,0.327461117
ENSRNOG00000005482,0.158191061,6.423312454,3.168407546,0.075075614,0.327763065
ENSRNOG00000020635,0.186212771,4.334552327,3.167490536,0.075117782,0.32784035
ENSRNOG00000031266,0.304369386,1.9960928,3.167423308,0.075120874,0.32784035
ENSRNOG00000013713,-2.258619427,-3.13206738,3.167372185,0.075123226,0.32784035
ENSRNOG00000003749,-1.383305749,-2.472293147,3.166210982,0.075176664,0.328030021
ENSRNOG00000013756,-0.178326611,5.738074681,3.165374362,0.07521519,0.328154582
ENSRNOG00000001642,-0.168053667,6.629366316,3.164655729,0.075248299,0.328255483
ENSRNOG00000011007,0.167938874,5.143831337,3.163043043,0.075322658,0.328525717
ENSRNOG00000020742,0.164858869,6.769751347,3.162783797,0.075334619,0.328525717
ENSRNOG00000051261,-1.508411393,-2.425884446,3.162662422,0.075340219,0.328525717
ENSRNOG00000055598,-0.423418963,1.688218924,3.16188956,0.075375892,0.328614228
ENSRNOG00000060103,0.933354814,-1.601983691,3.161596676,0.075389415,0.328614228
ENSRNOG00000007437,0.582596782,-0.380041749,3.161573228,0.075390498,0.328614228
ENSRNOG00000046168,0.172252933,4.967563336,3.161239532,0.075405909,0.328637839
ENSRNOG00000057814,-0.167171641,5.789101669,3.160162925,0.075455652,0.328811055
ENSRNOG00000025781,0.384802502,0.955085666,3.159073949,0.075506003,0.328986871
ENSRNOG00000026705,-0.650509862,-0.678769427,3.157943412,0.075558314,0.329171178
ENSRNOG00000001435,0.323714072,2.036777173,3.1575296,0.075577472,0.329211021
ENSRNOG00000016145,-0.150883922,7.841579466,3.157082363,0.075598182,0.329257618
ENSRNOG00000002232,-0.223064481,5.389357957,3.154822434,0.075702927,0.329641196
ENSRNOG00000019596,-0.161648871,5.624553608,3.154724728,0.075707459,0.329641196
ENSRNOG00000031173,-0.23168292,8.540214798,3.154533581,0.075716326,0.329641196
ENSRNOG00000018681,-0.159623059,10.12899195,3.153208757,0.075777814,0.32981325
ENSRNOG00000021526,-0.387362739,1.003800637,3.153117131,0.075782069,0.32981325
ENSRNOG00000054692,2.132195839,-3.134191174,3.152972525,0.075788784,0.32981325
ENSRNOG00000042283,-0.208362506,3.930024558,3.1528179,0.075795965,0.32981325
ENSRNOG00000015508,-0.18885138,6.732060659,3.151686636,0.075848526,0.329998291
ENSRNOG00000037214,-0.302234146,2.011897042,3.151349954,0.075864176,0.330022716
ENSRNOG00000048577,0.16557995,4.8903449,3.150718364,0.075893545,0.330106803
ENSRNOG00000003745,0.162472522,10.19885605,3.150094717,0.075922556,0.330189314
ENSRNOG00000022748,0.240613117,4.367208595,3.148792851,0.075983155,0.330409162
ENSRNOG00000030568,-0.164162746,6.011970056,3.148342738,0.076004119,0.330456623
ENSRNOG00000055221,1.18220724,-2.210863665,3.147455172,0.076045475,0.330592724
ENSRNOG00000006330,-1.129882455,-2.292528904,3.146723704,0.076079576,0.330695116
ENSRNOG00000029592,-0.207542014,6.985485955,3.146518592,0.076089142,0.330695116
ENSRNOG00000016960,0.165089647,5.600037623,3.145380876,0.076142222,0.33083953
ENSRNOG00000005214,-2.293382691,-3.132985914,3.145375095,0.076142492,0.33083953
ENSRNOG00000025088,-2.305339764,-3.132761954,3.145047826,0.076157768,0.330862187
ENSRNOG00000054259,-0.198176157,5.148246511,3.144495723,0.076183547,0.330930458
ENSRNOG00000052701,0.278462442,2.114017777,3.142775967,0.076263905,0.331235765
ENSRNOG00000043071,-0.772128578,-1.093588183,3.142191936,0.076291215,0.331310621
ENSRNOG00000018741,-0.165935662,5.632933118,3.140587081,0.076366315,0.331592967
ENSRNOG00000017030,-0.297546937,7.933486647,3.139382055,0.076422757,0.331794234
ENSRNOG00000060153,-0.785739926,-1.131026992,3.137623946,0.076505186,0.332073666
ENSRNOG00000022738,0.316445752,2.67505145,3.137554193,0.076508458,0.332073666
ENSRNOG00000028674,-0.164601733,5.509269582,3.136795742,0.076544049,0.332073666
ENSRNOG00000045821,0.223458465,3.855704742,3.136782951,0.076544649,0.332073666
ENSRNOG00000014179,0.162129606,9.150823295,3.136740521,0.076546641,0.332073666
ENSRNOG00000060453,-2.320795637,-3.13251094,3.136717723,0.076547711,0.332073666
ENSRNOG00000019494,0.265942659,2.469617463,3.135378302,0.076610611,0.332302695
ENSRNOG00000016437,-2.327388719,-3.132398929,3.135110333,0.076623202,0.332313473
ENSRNOG00000043212,-0.163518648,6.178717954,3.133144737,0.076715625,0.332645612
ENSRNOG00000048288,0.186563168,4.594855853,3.133051386,0.076720017,0.332645612
ENSRNOG00000016447,-0.20682117,4.907135406,3.131713794,0.076782983,0.332874732
ENSRNOG00000015416,-0.393510904,0.928392905,3.127610039,0.076976512,0.33366974
ENSRNOG00000001064,0.155716088,7.127308999,3.127064859,0.077002262,0.333737363
ENSRNOG00000021484,0.408233787,1.182344528,3.123346321,0.07717814,0.33445556
ENSRNOG00000020619,0.164735009,6.376829501,3.120080514,0.077332962,0.33508233
ENSRNOG00000014164,0.825535072,-1.253830048,3.119055948,0.077381603,0.335248913
ENSRNOG00000049575,-0.852331953,-1.208698007,3.117102223,0.077474446,0.335546688
ENSRNOG00000020087,-0.230126088,3.25214803,3.117061815,0.077476367,0.335546688
ENSRNOG00000017684,-0.517787917,0.214222238,3.11696549,0.077480948,0.335546688
ENSRNOG00000054064,1.026358303,-1.921909821,3.115451686,0.077552974,0.335775737
ENSRNOG00000009891,-0.168668333,7.050266394,3.115229103,0.07756357,0.335775737
ENSRNOG00000011027,-0.159142505,6.2242893,3.11507659,0.077570832,0.335775737
ENSRNOG00000011929,0.154143162,7.15476142,3.114995732,0.077574682,0.335775737
ENSRNOG00000047067,0.228301932,3.965125895,3.114392095,0.077603432,0.335855968
ENSRNOG00000058243,-0.409665114,1.006133768,3.113538186,0.077644121,0.335987843
ENSRNOG00000057831,-1.752920071,-2.736875963,3.112779188,0.077680306,0.336100199
ENSRNOG00000011541,1.051651814,-1.825994723,3.111894305,0.077722516,0.336238588
ENSRNOG00000018876,0.177801678,6.259082913,3.11006085,0.077810053,0.336573005
ENSRNOG00000004457,-0.469321451,0.610806512,3.108997909,0.077860851,0.336748438
ENSRNOG00000033280,0.169591215,5.521797811,3.107875702,0.07791452,0.33693624
ENSRNOG00000057321,-0.358746431,1.394320221,3.106478158,0.077981413,0.33718117
ENSRNOG00000006655,0.161235836,5.649993608,3.103360331,0.078130869,0.337782981
ENSRNOG00000058053,0.177477669,5.772658374,3.102540309,0.078170228,0.337908717
ENSRNOG00000056647,0.169860293,5.072226839,3.101606432,0.078215079,0.338058154
ENSRNOG00000021164,0.156639787,7.239650362,3.100764083,0.078255557,0.338188656
ENSRNOG00000009343,1.559835088,-2.523188279,3.099345216,0.078323791,0.338439056
ENSRNOG00000012392,-0.178063948,5.322112534,3.098376724,0.078370403,0.338595973
ENSRNOG00000019501,-0.168715718,5.31785238,3.095654162,0.078501595,0.339118227
ENSRNOG00000001385,0.161827061,7.21067422,3.09533876,0.078516808,0.339139394
ENSRNOG00000016794,0.204788956,3.709848748,3.094996418,0.078533325,0.339166184
ENSRNOG00000011527,1.272031904,-2.294684699,3.094291198,0.078567361,0.339268618
ENSRNOG00000006441,-0.200481103,4.472136685,3.094033236,0.078579815,0.339277842
ENSRNOG00000056907,-0.200862999,7.870280493,3.093670922,0.07859731,0.339308829
ENSRNOG00000003211,0.173513969,4.794995966,3.092497223,0.078654014,0.339509052
ENSRNOG00000017960,-0.186599265,4.804820754,3.091931822,0.078681346,0.339582452
ENSRNOG00000013738,0.209476242,3.510990502,3.091505004,0.078701985,0.339626953
ENSRNOG00000053460,-0.230394619,2.876964289,3.090974675,0.078727638,0.339693075
ENSRNOG00000011278,-0.238349735,6.034823943,3.090578939,0.078746786,0.339731117
ENSRNOG00000038183,0.336254777,1.477606724,3.087919384,0.078875603,0.34024222
ENSRNOG00000053026,-0.588901291,-0.279157395,3.087600613,0.078891058,0.340264251
ENSRNOG00000048169,-1.617135759,-2.57279438,3.086938848,0.078923152,0.340358036
ENSRNOG00000017728,-0.205832461,5.706328976,3.085152233,0.079009871,0.340687332
ENSRNOG00000031233,-0.204697777,3.999891663,3.084019961,0.079064883,0.34087984
ENSRNOG00000012247,0.154414472,7.999717523,3.082405972,0.07914337,0.341167774
ENSRNOG00000009103,0.205020553,3.861005478,3.082220025,0.079152418,0.341167774
ENSRNOG00000030352,-0.480180402,0.227451091,3.082000714,0.07916309,0.341169056
ENSRNOG00000054533,0.54123564,2.143368089,3.081652903,0.07918002,0.341197298
ENSRNOG00000056643,-1.271693709,-2.522730467,3.078851198,0.079316532,0.341740764
ENSRNOG00000054757,0.151929148,7.455652753,3.077884595,0.079363688,0.341899142
ENSRNOG00000009414,0.165560421,5.39853791,3.077448516,0.079384972,0.341946036
ENSRNOG00000059519,1.762492055,-2.921455298,3.07690717,0.079411403,0.342015083
ENSRNOG00000019824,-0.166863746,5.478447825,3.075925346,0.079459364,0.342176827
ENSRNOG00000042978,-0.164312461,6.501160495,3.074121554,0.079547558,0.342511763
ENSRNOG00000019442,0.17786561,6.073293576,3.071913398,0.079655666,0.342932348
ENSRNOG00000008298,-0.164562942,8.338355243,3.069472783,0.07977534,0.343402605
ENSRNOG00000042133,-1.533681352,-2.794452488,3.069250558,0.079786246,0.343404598
ENSRNOG00000014291,0.151571034,7.511486024,3.06864391,0.079816027,0.343487818
ENSRNOG00000053560,-0.170204524,5.580210892,3.068256823,0.079835036,0.343524664
ENSRNOG00000051069,-0.721429149,-0.761253922,3.067953982,0.079849911,0.343543716
ENSRNOG00000008569,0.164909922,5.55170422,3.067496264,0.079872399,0.343562455
ENSRNOG00000010412,-2.028264467,-3.211089182,3.066940808,0.079899698,0.343562455
ENSRNOG00000003174,0.163514399,6.094795649,3.0668477,0.079904275,0.343562455
ENSRNOG00000028279,-0.603383414,-0.220984318,3.066729046,0.079910108,0.343562455
ENSRNOG00000023400,0.272533473,2.764683254,3.06651819,0.079920475,0.343562455
ENSRNOG00000013448,-2.028275237,-3.211089182,3.066372525,0.079927638,0.343562455
ENSRNOG00000061782,-0.179538032,5.126573203,3.06628267,0.079932057,0.343562455
ENSRNOG00000022107,-2.028279174,-3.211089182,3.066164862,0.079937851,0.343562455
ENSRNOG00000023931,-0.314623928,1.540748566,3.064632131,0.080013271,0.343830859
ENSRNOG00000042869,0.414058253,0.582326901,3.064326095,0.080028339,0.343830859
ENSRNOG00000055524,-0.194549056,4.741637853,3.064258463,0.08003167,0.343830859
ENSRNOG00000006833,-0.189706961,7.767831639,3.064030896,0.080042877,0.343834085
ENSRNOG00000002553,0.154707045,7.783402623,3.062824306,0.080102327,0.344044515
ENSRNOG00000018781,0.177364282,5.281086362,3.062292995,0.08012852,0.344112071
ENSRNOG00000048495,0.163402773,5.340164529,3.061054505,0.080189613,0.344329464
ENSRNOG00000001368,1.434171355,-2.574247517,3.059759442,0.08025355,0.344559012
ENSRNOG00000012258,-0.174325161,6.087720545,3.05865123,0.080308306,0.344749088
ENSRNOG00000022896,0.168044543,5.963500281,3.05820078,0.080330573,0.344799667
ENSRNOG00000057235,0.609440601,0.06354242,3.055255016,0.080476361,0.345380341
ENSRNOG00000051659,-2.274867725,-3.132346974,3.052718232,0.080602136,0.345857439
ENSRNOG00000050786,-0.845837776,-1.523430928,3.052588697,0.080608564,0.345857439
ENSRNOG00000016398,-0.156557777,7.945180879,3.052213175,0.080627202,0.345892276
ENSRNOG00000000989,0.175210203,5.860022386,3.05110863,0.080682051,0.346082427
ENSRNOG00000024632,-0.189103732,7.233861278,3.050895969,0.080692616,0.346082599
ENSRNOG00000020601,0.169747142,5.362180544,3.049617505,0.08075616,0.346290335
ENSRNOG00000032339,-0.867823699,-1.131722046,3.049497778,0.080762113,0.346290335
ENSRNOG00000012178,-0.178973402,6.514445495,3.047342556,0.080869366,0.346705003
ENSRNOG00000008134,-1.705546409,-2.988898125,3.046882379,0.080892287,0.346758057
ENSRNOG00000025724,-0.24631814,2.876968141,3.046470452,0.080912809,0.346800823
ENSRNOG00000014082,1.037600675,-1.736295331,3.045662788,0.080953065,0.346928143
ENSRNOG00000057059,0.910362216,-1.710095917,3.041264517,0.081172663,0.347806922
ENSRNOG00000035632,-0.524498736,-0.016004782,3.04113227,0.081179276,0.347806922
ENSRNOG00000017381,-0.400381229,0.815087534,3.040735414,0.081199124,0.347846636
ENSRNOG00000005801,-0.218525827,4.235602637,3.039437516,0.081264071,0.348079516
ENSRNOG00000017593,-0.234939857,5.31145479,3.038466812,0.081312682,0.34824237
ENSRNOG00000055451,1.309765545,-2.626761795,3.035382594,0.081467342,0.348859306
ENSRNOG00000014619,0.163137778,6.238586211,3.034871579,0.081492998,0.348891505
ENSRNOG00000017745,0.157571174,6.450636495,3.034810167,0.081496082,0.348891505
ENSRNOG00000006983,-0.179765823,5.786918713,3.034185499,0.081527457,0.34898039
ENSRNOG00000007906,0.943381872,-1.299435902,3.033050008,0.081584522,0.349179205
ENSRNOG00000005923,0.157092024,7.797397169,3.031777866,0.081648506,0.349407576
ENSRNOG00000008274,0.154069616,6.6200277,3.03085238,0.081695088,0.34956143
ENSRNOG00000017800,0.983630539,-1.95404863,3.028913996,0.081792746,0.349933758
ENSRNOG00000024127,-2.025888632,-3.210673618,3.028643823,0.081806368,0.349946505
ENSRNOG00000003266,-2.025881647,-3.210673618,3.028213537,0.081828067,0.349964112
ENSRNOG00000040214,-0.275215741,2.309063342,3.028129034,0.081832329,0.349964112
ENSRNOG00000000477,0.177858983,4.984852926,3.027929152,0.081842412,0.349964112
ENSRNOG00000055295,0.235713707,3.659458511,3.027002858,0.081889154,0.350118458
ENSRNOG00000053452,0.193984708,6.490191159,3.026338598,0.081922692,0.350216313
ENSRNOG00000053047,1.072415061,-1.710361382,3.025958657,0.081941881,0.350252812
ENSRNOG00000054663,-0.415066966,1.60520611,3.024896644,0.081995545,0.350436641
ENSRNOG00000058654,0.233661337,2.787601915,3.023551645,0.082063563,0.350681761
ENSRNOG00000002991,-0.200970664,3.905710067,3.023233542,0.082079659,0.350704967
ENSRNOG00000050831,-0.92285056,-1.856685145,3.0229357,0.082094732,0.3507238
ENSRNOG00000052037,-1.56256207,-2.572694572,3.022668189,0.082108274,0.350736082
ENSRNOG00000000641,-0.236901446,3.901139061,3.020980373,0.082193764,0.351034671
ENSRNOG00000021669,-0.332429439,1.397764594,3.020866719,0.082199525,0.351034671
ENSRNOG00000033932,1.550668305,-2.737772977,3.019798958,0.082253662,0.351220254
ENSRNOG00000061582,0.174530472,5.655372173,3.017995673,0.08234518,0.35156538
ENSRNOG00000004608,0.178681651,4.418651975,3.017707951,0.082359792,0.351582117
ENSRNOG00000048305,-2.03101676,-3.2109075,3.016997736,0.082395873,0.351690485
ENSRNOG00000007266,-2.031024618,-3.2109075,3.016786061,0.08240663,0.351690748
ENSRNOG00000048796,-2.031033391,-3.2109075,3.016549794,0.082418639,0.351696352
ENSRNOG00000006921,-0.206202715,3.594403793,3.014083739,0.082544091,0.352185979
ENSRNOG00000021230,-0.189766439,4.588606395,3.012661005,0.082616561,0.352449454
ENSRNOG00000019723,0.363580595,0.975325606,3.011127715,0.08269474,0.35273721
ENSRNOG00000033921,0.816867556,-1.599424394,3.010752397,0.082713889,0.352773128
ENSRNOG00000007728,-0.215024177,3.875903262,3.008271355,0.082840593,0.353267697
ENSRNOG00000003566,0.349257869,1.469210084,3.007599378,0.082874946,0.353366037
ENSRNOG00000046585,0.173972535,5.911423562,3.007399919,0.082885146,0.353366037
ENSRNOG00000058643,0.164426615,6.025187228,3.006375801,0.082937538,0.353543563
ENSRNOG00000022256,-2.032065156,-3.210851434,3.006083467,0.082952499,0.353561508
ENSRNOG00000029179,-2.032097256,-3.210851434,3.005332621,0.082990941,0.353679513
ENSRNOG00000012106,0.1566592,5.671316836,3.004831314,0.083016618,0.353743094
ENSRNOG00000010131,-0.18976879,5.991849847,3.000336155,0.083247242,0.354679849
ENSRNOG00000001134,0.193525222,4.117867911,2.999108792,0.083310333,0.354902664
ENSRNOG00000021833,-2.027686464,-3.210435805,2.998185045,0.08335785,0.35505909
ENSRNOG00000004094,-0.468280019,0.189332395,2.99781501,0.083376893,0.355094206
ENSRNOG00000050321,-0.176227487,6.945045321,2.996678904,0.083435388,0.355297316
ENSRNOG00000054561,-0.25483388,2.608326675,2.995470775,0.083497641,0.35550415
ENSRNOG00000049900,-0.177144766,6.843223951,2.995316731,0.083505582,0.35550415
ENSRNOG00000054793,-0.732539381,-1.272626763,2.99444074,0.083550756,0.355650424
ENSRNOG00000008365,0.316491536,1.581627344,2.994063595,0.083570214,0.355687203
ENSRNOG00000001845,0.163162248,5.287884035,2.993620988,0.083593054,0.355722433
ENSRNOG00000017911,0.162123967,5.864652294,2.993463239,0.083601197,0.355722433
ENSRNOG00000053679,-0.472921383,0.709629848,2.993274406,0.083610944,0.355722433
ENSRNOG00000040266,0.612666547,-0.233611847,2.99150985,0.083702092,0.356064152
ENSRNOG00000020379,0.170978721,5.063357395,2.991085425,0.083724032,0.356111414
ENSRNOG00000042149,-0.373777803,0.943869642,2.989586457,0.083801567,0.356395102
ENSRNOG00000021855,0.871354815,-1.652356429,2.9882485,0.083870839,0.356643581
ENSRNOG00000017157,-0.318404219,1.441064313,2.985408416,0.084018089,0.357223536
ENSRNOG00000003287,0.377504299,0.981030451,2.984288264,0.084076243,0.357420166
ENSRNOG00000014405,0.164706983,5.283011134,2.984098952,0.084086075,0.357420166
